Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,Employment Status,Health Status (Employment-Based),Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
CG90504,Oregon,4770.55,Yes,Basic,College,01-02-11,Medical Leave,Unhealthy,F,12964,Suburban,Single,65,2,37,0,4,Personal Auto,Personal L3,Offer1,Web,362.77,Two-Door Car,Midsize
GO94903,Oregon,4770.55,Yes,Basic,College,01-02-11,Medical Leave,Unhealthy,F,12964,Suburban,Single,65,2,37,0,4,Personal Auto,Personal L3,Offer1,Web,362.77,Two-Door Car,Midsize
CJ64468,Oregon,4770.55,Yes,Basic,College,01-02-11,Medical Leave,Unhealthy,F,12964,Suburban,Single,65,2,37,0,4,Personal Auto,Personal L2,Offer1,Web,362.77,Two-Door Car,Midsize
WS53288,Oregon,25464.82,Yes,Extended,College,01-02-11,Retired,Healthy,F,13663,Suburban,Single,97,1,66,0,2,Personal Auto,Personal L3,Offer1,Branch,465.6,Four-Door Car,Small
QX84402,California,25464.82,Yes,Extended,College,01-02-11,Retired,Healthy,F,13663,Suburban,Single,97,1,66,0,2,Corporate Auto,Corporate L3,Offer1,Branch,465.6,Four-Door Car,Small
VJ64329,Oregon,25464.82,Yes,Extended,College,01-02-11,Retired,Healthy,F,13663,Suburban,Single,97,1,66,0,2,Corporate Auto,Corporate L3,Offer1,Branch,465.6,Four-Door Car,Small
QC93181,California,25464.82,Yes,Extended,College,01-02-11,Retired,Healthy,F,13663,Suburban,Single,97,1,66,0,2,Corporate Auto,Corporate L1,Offer1,Branch,465.6,Four-Door Car,Small
BG30513,California,25464.82,Yes,Extended,College,01-02-11,Retired,Healthy,F,13663,Suburban,Single,97,1,66,0,2,Personal Auto,Personal L2,Offer1,Branch,465.6,Four-Door Car,Small
FH43628,California,25464.82,Yes,Extended,College,01-02-11,Retired,Healthy,F,13663,Suburban,Single,97,1,66,0,2,Personal Auto,Personal L2,Offer1,Branch,465.6,Four-Door Car,Small
RS30611,Arizona,6838.77,No,Extended,High School Or Below,01-02-11,Disabled,Healthy,M,15871,Suburban,Married,89,20,19,0,4,Personal Auto,Personal L2,Offer4,Branch,427.2,Four-Door Car,Midsize
BU71528,California,8053.27,No,Premium,College,01-02-11,Disabled,Healthy,M,17301,Suburban,Married,105,1,11,0,5,Personal Auto,Personal L1,Offer2,Call Center,638.54,Four-Door Car,Small
YY27420,Arizona,10507.69,No,Extended,Bachelor,01-02-11,Medical Leave,Unhealthy,M,20043,Suburban,Married,92,13,9,0,2,Personal Auto,Personal L1,Offer3,Agent,516.09,Four-Door Car,Midsize
JG31799,California,8259.11,No,Extended,Bachelor,01-02-11,Disabled,Healthy,F,20305,Suburban,Single,76,14,63,1,2,Personal Auto,Personal L2,Offer2,Call Center,496.48,Two-Door Car,Midsize
FG60807,Oregon,4884.16,No,Basic,High School Or Below,01-02-11,Employed,Healthy,F,21766,Urban,Married,62,29,65,0,3,Corporate Auto,Corporate L3,Offer4,Agent,179.14,Four-Door Car,Midsize
EB86696,California,4755.37,No,Basic,Bachelor,01-02-11,Employed,Healthy,M,21808,Suburban,Married,119,0,71,0,1,Special Auto,Special L3,Offer2,Call Center,571.2,SUV,Midsize
KI91500,California,8641.05,No,Basic,High School Or Below,01-02-11,Medical Leave,Unhealthy,F,22193,Suburban,Married,74,13,74,0,2,Personal Auto,Personal L3,Offer2,Branch,415.54,Two-Door Car,Small
DB28487,California,17041.44,No,Basic,High School Or Below,01-02-11,Disabled,Healthy,F,22249,Suburban,Married,64,4,88,0,2,Personal Auto,Personal L3,Offer4,Call Center,455.19,Four-Door Car,Midsize
MR39613,California,36860.91,No,Extended,Bachelor,01-02-11,Medical Leave,Unhealthy,M,22854,Suburban,Married,122,28,53,0,2,Special Auto,Special L2,Offer1,Branch,878.4,Sports Car,Small
BI38192,Oregon,7937.06,No,Basic,High School Or Below,01-02-11,Employed,Healthy,F,22862,Suburban,Married,67,9,40,0,2,Personal Auto,Personal L3,Offer2,Agent,321.6,Two-Door Car,Midsize
AP27994,Oregon,4372.49,No,Basic,High School Or Below,01-02-11,Disabled,Healthy,F,23124,Suburban,Married,112,27,59,0,1,Special Auto,Special L2,Offer3,Agent,537.6,Sports Car,Midsize
DJ47372,California,10831.13,No,Extended,Doctor,01-02-11,Disabled,Healthy,M,23202,Suburban,Divorced,96,29,59,0,2,Personal Auto,Personal L1,Offer3,Call Center,460.8,Four-Door Car,Midsize
HX31231,Arizona,8183.59,No,Premium,Bachelor,01-02-11,Medical Leave,Unhealthy,F,24345,Suburban,Married,106,15,21,0,3,Corporate Auto,Corporate L3,Offer2,Call Center,637.7,Four-Door Car,Midsize
ZP26168,Washington,9688.13,No,Basic,College,01-02-11,Medical Leave,Unhealthy,F,24584,Urban,Single,66,11,74,0,2,Corporate Auto,Corporate L3,Offer1,Agent,279.71,Four-Door Car,Midsize
JH73503,Arizona,20171.96,No,Basic,Doctor,01-02-11,Employed,Healthy,M,24804,Suburban,Married,73,19,98,0,2,Personal Auto,Personal L2,Offer3,Call Center,350.4,Two-Door Car,Small
ZN33412,Arizona,8634.36,No,Extended,College,01-02-11,Disabled,Healthy,F,25073,Suburban,Single,79,3,84,0,2,Personal Auto,Personal L3,Offer1,Branch,379.2,Four-Door Car,Midsize
QT13680,California,2555.52,No,Basic,High School Or Below,01-02-11,Employed,Healthy,M,25385,Suburban,Married,65,1,96,0,1,Corporate Auto,Corporate L3,Offer4,Branch,458.8,Four-Door Car,Midsize
QQ37605,Washington,2547.37,No,Basic,Master,01-02-11,Employed,Healthy,F,26047,Urban,Married,64,19,39,1,1,Personal Auto,Personal L2,Offer2,Branch,187.9,Four-Door Car,Midsize
QS36363,Arizona,12655.53,No,Premium,High School Or Below,01-02-11,Employed,Healthy,F,26149,Suburban,Married,157,2,17,0,7,Personal Auto,Personal L3,Offer4,Web,753.6,SUV,Midsize
IX18485,California,9594.25,No,Extended,High School Or Below,01-02-11,Retired,Healthy,F,27443,Suburban,Divorced,86,3,1,2,2,Personal Auto,Personal L2,Offer1,Agent,685.05,Four-Door Car,Midsize
BE69929,Arizona,4820.7,No,Basic,College,01-02-11,Employed,Healthy,F,27872,Urban,Married,61,19,78,0,3,Personal Auto,Personal L3,Offer2,Branch,186.86,Two-Door Car,Midsize
FF31523,Washington,7771.58,No,Premium,Master,01-02-11,Employed,Healthy,F,28054,Urban,Married,195,1,63,1,1,Corporate Auto,Corporate L1,Offer3,Agent,571.66,SUV,Midsize
MQ15074,Washington,2499.5,No,Basic,High School Or Below,01-02-11,Employed,Healthy,M,28082,Suburban,Married,64,9,63,0,1,Personal Auto,Personal L2,Offer2,Branch,578.5,Four-Door Car,Midsize
MI65698,Oregon,4590.81,No,Premium,College,01-02-11,Employed,Healthy,F,28354,Urban,Divorced,118,33,20,0,1,Personal Auto,Personal L3,Offer2,Agent,320.33,Two-Door Car,Large
TA82973,Oregon,7858.11,No,Basic,High School Or Below,01-02-11,Employed,Healthy,F,28937,Rural,Divorced,104,28,23,2,6,Personal Auto,Personal L3,Offer1,Call Center,117.96,SUV,Midsize
PK79296,California,2602.21,No,Basic,College,01-02-11,Disabled,Healthy,F,28995,Suburban,Married,67,28,42,0,1,Personal Auto,Personal L3,Offer2,Branch,321.6,Four-Door Car,Midsize
PE66545,Oregon,2545.52,No,Basic,Bachelor,01-02-11,Employed,Healthy,M,29250,Suburban,Married,64,27,30,0,1,Personal Auto,Personal L3,Offer4,Agent,308.24,Two-Door Car,Small
UK49045,Oregon,11064.29,No,Extended,High School Or Below,01-02-11,Employed,Healthy,M,29484,Suburban,Married,93,19,51,0,2,Personal Auto,Personal L2,Offer2,Branch,446.4,Two-Door Car,Midsize
JG77605,Nevada,5745.12,No,Basic,Bachelor,01-02-11,Employed,Healthy,F,30389,Urban,Married,73,34,66,0,4,Personal Auto,Personal L1,Offer2,Web,278.93,Four-Door Car,Midsize
YK92080,California,3436.45,No,Extended,College,01-02-11,Employed,Healthy,F,30509,Suburban,Single,88,15,76,0,1,Personal Auto,Personal L2,Offer1,Branch,442.96,Four-Door Car,Midsize
No81415,Arizona,3139.17,No,Extended,Bachelor,01-02-11,Employed,Healthy,M,31177,Suburban,Married,79,14,28,0,1,Personal Auto,Personal L3,Offer4,Call Center,905.7,Four-Door Car,Small
MY88518,Nevada,3528.04,Yes,Extended,Doctor,01-02-11,Employed,Healthy,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L1,Offer1,Branch,441.6,Two-Door Car,Midsize
HV50891,Nevada,3528.04,Yes,Extended,Doctor,01-02-11,Employed,Healthy,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Midsize
JX26859,California,3528.04,Yes,Extended,Doctor,01-02-11,Employed,Healthy,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Midsize
OE14751,Oregon,3528.04,Yes,Extended,Doctor,01-02-11,Employed,Healthy,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Midsize
PZ95949,Arizona,3528.04,Yes,Extended,Doctor,01-02-11,Employed,Healthy,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Midsize
OH83983,California,3528.04,Yes,Extended,Doctor,01-02-11,Employed,Healthy,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L2,Offer1,Branch,441.6,Two-Door Car,Midsize
CJ15590,Oregon,2695.18,No,Basic,Bachelor,01-02-11,Employed,Healthy,F,32720,Suburban,Divorced,67,13,12,0,1,Personal Auto,Personal L2,Offer3,Branch,321.6,Four-Door Car,Midsize
QV19964,Oregon,2599.29,No,Basic,Doctor,01-02-11,Employed,Healthy,M,33947,Urban,Married,66,10,48,1,1,Personal Auto,Personal L3,Offer2,Web,192.21,Four-Door Car,Midsize
FC70869,Arizona,2945.37,No,Extended,High School Or Below,01-02-11,Employed,Healthy,F,36167,Suburban,Married,76,9,79,3,1,Personal Auto,Personal L2,Offer4,Web,364.8,Two-Door Car,Midsize
VG43444,Oregon,3837.49,No,Extended,Bachelor,01-02-11,Employed,Healthy,M,36794,Suburban,Single,99,0,75,0,1,Personal Auto,Personal L3,Offer1,Agent,712.8,Four-Door Car,Large
WO39817,Oregon,2493.59,No,Basic,High School Or Below,01-02-11,Employed,Healthy,M,37043,Rural,Divorced,68,25,89,3,1,Personal Auto,Personal L2,Offer4,Branch,30.98,Two-Door Car,Midsize
XQ74827,Arizona,19435.63,No,Extended,High School Or Below,01-02-11,Employed,Healthy,F,38688,Suburban,Single,249,22,6,0,3,Special Auto,Special L3,Offer1,Agent,2294.63,Luxury Car,Midsize
UF74084,Arizona,5641.36,No,Basic,Bachelor,01-02-11,Employed,Healthy,M,39469,Urban,Divorced,71,1,29,0,4,Personal Auto,Personal L3,Offer2,Call Center,315.56,Two-Door Car,Large
YX36936,Arizona,4274.62,No,Basic,College,01-02-11,Employed,Healthy,M,39621,Rural,Married,109,4,23,1,1,Corporate Auto,Corporate L3,Offer4,Agent,25.29,SUV,Midsize
TF53472,Oregon,5350.21,No,Basic,Bachelor,01-02-11,Employed,Healthy,F,41336,Urban,Divorced,68,33,25,0,5,Personal Auto,Personal L3,Offer1,Agent,263.09,Four-Door Car,Midsize
CD38665,California,14510.44,No,Basic,High School Or Below,01-02-11,Employed,Healthy,M,41433,Suburban,Married,183,24,40,0,9,Personal Auto,Personal L2,Offer2,Call Center,1317.6,Luxury Car,Midsize
QX24179,Oregon,5619.65,No,Basic,Bachelor,01-02-11,Employed,Healthy,M,41878,Rural,Married,71,5,15,0,8,Personal Auto,Personal L2,Offer1,Agent,161.7,Four-Door Car,Midsize
XP39695,Arizona,21886.2,No,Basic,Bachelor,01-02-11,Employed,Healthy,F,43000,Suburban,Married,109,27,9,0,2,Personal Auto,Personal L2,Offer2,Web,676.81,SUV,Midsize
KI25980,Washington,14722.22,No,Extended,Master,01-02-11,Employed,Healthy,M,43982,Suburban,Divorced,126,20,68,1,2,Personal Auto,Personal L3,Offer1,Web,604.8,SUV,Small
IM15403,California,9368.27,No,Extended,College,01-02-11,Employed,Healthy,M,44980,Urban,Divorced,81,2,27,0,2,Corporate Auto,Corporate L2,Offer3,Agent,333.48,Two-Door Car,Midsize
LK57934,Nevada,10569.63,No,Extended,Bachelor,01-02-11,Employed,Healthy,M,45776,Rural,Married,89,2,17,0,2,Personal Auto,Personal L2,Offer1,Agent,95.95,Four-Door Car,Midsize
OQ41280,Nevada,6503.22,No,Extended,High School Or Below,01-02-11,Employed,Healthy,M,46298,Rural,Divorced,88,11,82,3,4,Corporate Auto,Corporate L1,Offer1,Agent,128.29,Four-Door Car,Midsize
GR26937,Oregon,9805.83,No,Extended,Master,01-02-11,Employed,Healthy,F,47197,Rural,Married,81,19,91,0,2,Corporate Auto,Corporate L2,Offer2,Agent,76.11,Four-Door Car,Midsize
EV32492,Arizona,2496.17,No,Basic,Bachelor,01-02-11,Employed,Healthy,M,49136,Suburban,Divorced,64,7,95,0,1,Personal Auto,Personal L1,Offer4,Web,307.2,Four-Door Car,Midsize
SB99002,Oregon,8319.12,No,Basic,Bachelor,01-02-11,Employed,Healthy,F,49734,Rural,Married,69,3,41,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,154.75,Four-Door Car,Midsize
HI60054,California,9404.45,No,Extended,Bachelor,01-02-11,Employed,Healthy,F,51593,Urban,Married,80,5,91,2,2,Personal Auto,Personal L2,Offer1,Agent,202.91,Two-Door Car,Midsize
YY11432,Oregon,16515.01,No,Extended,High School Or Below,01-02-11,Employed,Healthy,F,51725,Rural,Married,138,9,16,1,2,Personal Auto,Personal L3,Offer1,Agent,159,SUV,Midsize
NH24429,Arizona,2886.23,No,Basic,Doctor,01-02-11,Employed,Healthy,M,52972,Suburban,Single,74,3,68,0,1,Special Auto,Special L3,Offer2,Call Center,355.2,Four-Door Car,Midsize
BC90645,California,2675.03,No,Basic,Master,01-02-11,Employed,Healthy,F,55479,Rural,Single,68,5,7,1,1,Personal Auto,Personal L2,Offer2,Branch,117.96,Four-Door Car,Midsize
FS42690,Washington,3781.45,No,Extended,College,01-02-11,Employed,Healthy,M,57647,Suburban,Married,94,3,99,0,1,Personal Auto,Personal L3,Offer1,Branch,451.2,Two-Door Car,Midsize
QQ90441,Nevada,13770.98,Yes,Premium,High School Or Below,01-02-11,Employed,Healthy,F,59207,Suburban,Single,116,23,21,0,2,Personal Auto,Personal L1,Offer1,Agent,556.8,Four-Door Car,Midsize
TS42594,California,13770.98,Yes,Premium,High School Or Below,01-02-11,Employed,Healthy,F,59207,Suburban,Single,116,23,21,0,2,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Midsize
BP92643,Arizona,13770.98,Yes,Premium,High School Or Below,01-02-11,Employed,Healthy,F,59207,Suburban,Single,116,23,21,0,2,Personal Auto,Personal L1,Offer1,Agent,556.8,Four-Door Car,Midsize
VE72838,Arizona,13770.98,Yes,Premium,High School Or Below,01-02-11,Employed,Healthy,F,59207,Suburban,Single,116,23,21,0,2,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Midsize
ZH89968,Washington,13770.98,Yes,Premium,High School Or Below,01-02-11,Employed,Healthy,F,59207,Suburban,Single,116,23,21,0,2,Personal Auto,Personal L2,Offer1,Agent,556.8,Four-Door Car,Midsize
MD45928,Arizona,13770.98,Yes,Premium,High School Or Below,01-02-11,Employed,Healthy,F,59207,Suburban,Single,116,23,21,0,2,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Midsize
KP51068,Oregon,2640.59,No,Basic,Bachelor,01-02-11,Employed,Healthy,M,59961,Urban,Single,68,8,7,0,1,Personal Auto,Personal L3,Offer1,Branch,291.92,Four-Door Car,Midsize
SB44003,Arizona,10484.92,Yes,Extended,College,01-02-11,Employed,Healthy,F,61108,Rural,Divorced,89,22,93,0,2,Personal Auto,Personal L3,Offer2,Agent,49.45,Four-Door Car,Midsize
SV48204,Oregon,10484.92,Yes,Extended,College,01-02-11,Employed,Healthy,F,61108,Rural,Divorced,89,22,93,0,2,Personal Auto,Personal L3,Offer2,Agent,49.45,Four-Door Car,Midsize
LF55270,Oregon,10484.92,Yes,Extended,College,01-02-11,Employed,Healthy,F,61108,Rural,Divorced,89,22,93,0,2,Personal Auto,Personal L2,Offer2,Agent,49.45,Four-Door Car,Midsize
FM14335,Washington,10484.92,Yes,Extended,College,01-02-11,Employed,Healthy,F,61108,Rural,Divorced,89,22,93,0,2,Personal Auto,Personal L1,Offer2,Agent,49.45,Four-Door Car,Midsize
UL10037,Oregon,10484.92,Yes,Extended,College,01-02-11,Employed,Healthy,F,61108,Rural,Divorced,89,22,93,0,2,Corporate Auto,Corporate L1,Offer2,Agent,49.45,Four-Door Car,Midsize
QY41855,Arizona,10484.92,Yes,Extended,College,01-02-11,Employed,Healthy,F,61108,Rural,Divorced,89,22,93,0,2,Personal Auto,Personal L3,Offer2,Agent,49.45,Four-Door Car,Midsize
RU49126,Washington,4465.34,No,Basic,College,01-02-11,Employed,Healthy,F,61846,Rural,Married,112,1,48,0,1,Personal Auto,Personal L2,Offer2,Agent,215.82,SUV,Midsize
MN98042,California,7901.7,No,Basic,College,01-02-11,Employed,Healthy,M,62291,Suburban,Married,100,1,53,0,3,Personal Auto,Personal L1,Offer2,Web,480,Sports Car,Midsize
IH54239,California,5089.69,No,Basic,Master,01-02-11,Employed,Healthy,M,62474,Rural,Married,63,20,63,0,5,Personal Auto,Personal L3,Offer2,Branch,112.12,Four-Door Car,Midsize
GX84338,Washington,3824.43,No,Extended,Doctor,01-02-11,Employed,Healthy,F,62530,Rural,Married,95,35,28,0,1,Personal Auto,Personal L3,Offer4,Agent,61.69,Four-Door Car,Midsize
HV85198,Arizona,8471.42,No,Basic,Master,01-02-11,Employed,Healthy,M,63513,Urban,Married,70,13,76,0,2,Personal Auto,Personal L3,Offer1,Branch,185.67,Four-Door Car,Small
IN52645,Oregon,7344.84,No,Premium,High School Or Below,01-02-11,Employed,Healthy,F,64371,Suburban,Married,181,4,50,0,1,Personal Auto,Personal L3,Offer2,Web,868.8,SUV,Small
KB44286,Oregon,46770.95,No,Basic,High School Or Below,01-02-11,Employed,Healthy,F,64403,Rural,Single,198,11,86,0,2,Corporate Auto,Corporate L1,Offer1,Agent,111.17,Luxury SUV,Small
ZJ90079,Arizona,5525.47,No,Basic,College,01-02-11,Employed,Healthy,F,64816,Suburban,Married,69,30,33,0,7,Corporate Auto,Corporate L2,Offer3,Agent,331.2,Four-Door Car,Small
RU75129,Washington,2777.34,No,Basic,High School Or Below,01-02-11,Employed,Healthy,F,65431,Suburban,Married,69,7,90,0,1,Personal Auto,Personal L2,Offer4,Call Center,331.2,Four-Door Car,Midsize
ER20865,California,8652.65,No,Premium,Bachelor,01-02-11,Employed,Healthy,M,65605,Urban,Married,111,2,72,2,7,Corporate Auto,Corporate L2,Offer3,Branch,377.78,Two-Door Car,Midsize
QE73187,Oregon,4407.97,No,Basic,High School Or Below,01-02-11,Employed,Healthy,M,66152,Suburban,Married,111,14,18,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,532.8,SUV,Midsize
HB48073,Arizona,9371.77,No,Basic,Bachelor,01-02-11,Employed,Healthy,F,66325,Urban,Married,117,10,10,0,5,Corporate Auto,Corporate L2,Offer1,Agent,497.72,SUV,Midsize
AC40767,Washington,2497.81,No,Basic,Bachelor,01-02-11,Employed,Healthy,M,68041,Urban,Single,64,10,47,0,1,Personal Auto,Personal L2,Offer4,Branch,165.57,Two-Door Car,Midsize
VO87159,Oregon,23086.36,No,Basic,High School Or Below,01-02-11,Employed,Healthy,F,69240,Urban,Single,194,16,29,0,2,Personal Auto,Personal L3,Offer2,Branch,744.77,Luxury SUV,Midsize
GN18675,California,5080.24,No,Basic,Bachelor,01-02-11,Employed,Healthy,M,70784,Rural,Married,64,0,93,0,7,Special Auto,Special L3,Offer2,Branch,107.93,Four-Door Car,Midsize
DZ87709,Oregon,5592.16,No,Basic,High School Or Below,01-02-11,Employed,Healthy,F,71811,Rural,Single,71,17,48,0,6,Personal Auto,Personal L1,Offer2,Call Center,29.03,Four-Door Car,Midsize
DS75515,California,2813.31,No,Basic,Bachelor,01-02-11,Employed,Healthy,M,72333,Urban,Married,70,10,20,0,1,Personal Auto,Personal L2,Offer2,Agent,177.22,Two-Door Car,Large
LF19061,Arizona,5427.48,No,Basic,High School Or Below,01-02-11,Employed,Healthy,F,74561,Urban,Married,68,0,23,1,5,Personal Auto,Personal L3,Offer3,Web,234.39,Two-Door Car,Midsize
CV13878,California,2489.75,No,Basic,High School Or Below,01-02-11,Employed,Healthy,F,75474,Suburban,Married,62,12,7,0,1,Personal Auto,Personal L3,Offer2,Call Center,297.6,Two-Door Car,Midsize
YC43143,Arizona,7988.26,No,Extended,High School Or Below,01-02-11,Employed,Healthy,F,77330,Rural,Married,99,0,21,0,3,Personal Auto,Personal L3,Offer2,Web,99.26,Four-Door Car,Midsize
FL74984,Oregon,2744.08,No,Basic,Bachelor,01-02-11,Employed,Healthy,M,79192,Suburban,Divorced,70,11,74,0,1,Personal Auto,Personal L3,Offer2,Call Center,336,Two-Door Car,Small
QO61775,California,4571.61,No,Basic,Master,01-02-11,Employed,Healthy,M,79453,Rural,Single,115,11,47,0,1,Personal Auto,Personal L2,Offer2,Agent,242.1,SUV,Midsize
EA23961,California,5166.19,No,Basic,College,01-02-11,Employed,Healthy,F,80797,Urban,Married,64,21,47,0,9,Personal Auto,Personal L1,Offer2,Web,300.94,Four-Door Car,Small
LX95134,California,3674.57,No,Extended,College,01-02-11,Employed,Healthy,F,84814,Suburban,Married,90,25,60,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,512.82,Four-Door Car,Midsize
PR10005,Oregon,2916.42,No,Basic,Bachelor,01-02-11,Employed,Healthy,M,85210,Rural,Divorced,74,23,76,0,1,Personal Auto,Personal L3,Offer4,Web,100.52,Four-Door Car,Midsize
DA79544,Oregon,2551.35,No,Basic,Bachelor,01-02-11,Employed,Healthy,M,88126,Rural,Married,64,27,71,1,1,Personal Auto,Personal L1,Offer2,Branch,151.97,Four-Door Car,Midsize
PE63707,Nevada,5452.17,No,Basic,Bachelor,01-02-11,Employed,Healthy,M,88567,Suburban,Married,67,9,89,0,9,Personal Auto,Personal L2,Offer1,Web,321.6,Four-Door Car,Midsize
YM50253,California,2946.15,No,Basic,Bachelor,01-02-11,Employed,Healthy,F,89270,Urban,Single,74,17,90,0,1,Personal Auto,Personal L3,Offer2,Branch,316.6,Four-Door Car,Midsize
LK35963,California,17019.01,No,Basic,Bachelor,01-02-11,Employed,Healthy,F,89601,Rural,Married,70,1,8,0,2,Personal Auto,Personal L3,Offer2,Branch,117.02,Two-Door Car,Midsize
AM26598,Arizona,2913.49,No,Basic,College,01-02-11,Employed,Healthy,F,89672,Urban,Married,72,7,92,0,1,Personal Auto,Personal L3,Offer2,Agent,309.57,Four-Door Car,Midsize
UI84849,Arizona,8563.97,No,Basic,College,01-02-11,Employed,Healthy,M,91147,Rural,Married,107,4,79,0,7,Personal Auto,Personal L1,Offer3,Agent,50.47,Sports Car,Small
AZ77669,Oregon,8696.91,No,Basic,High School Or Below,01-02-11,Employed,Healthy,M,91423,Urban,Married,109,3,71,1,5,Personal Auto,Personal L2,Offer1,Web,435.8,SUV,Midsize
FI65786,Oregon,7081.69,No,Extended,Master,01-02-11,Employed,Healthy,F,93854,Suburban,Married,87,18,41,0,9,Corporate Auto,Corporate L2,Offer4,Web,417.6,Two-Door Car,Large
WL24392,Arizona,5860.17,No,Basic,Bachelor,01-02-11,Employed,Healthy,M,94527,Rural,Married,73,16,32,0,3,Personal Auto,Personal L1,Offer1,Agent,41.46,Four-Door Car,Midsize
GL99349,California,20474.15,No,Basic,High School Or Below,01-02-11,Employed,Healthy,M,95621,Suburban,Married,66,7,90,5,2,Personal Auto,Personal L2,Offer4,Web,351.88,Two-Door Car,Small
CV70978,California,7756.44,No,Basic,Bachelor,01-02-11,Employed,Healthy,M,97592,Suburban,Divorced,65,10,7,0,2,Personal Auto,Personal L2,Offer4,Agent,312,Four-Door Car,Midsize
